13,19,20,8,13.899,34.472,3.1244
47,17,44,19,3.8284,16.648,0.7291
6,24,13,15,22.485,91.746,12.015
33,20,44,20,41.485,98.512,26.475
9,13,40,13,51.971,46.006,13.225
6,32,5,4,28.414,78.45,11.505
47,25,24,15,46.799,30.704,10.133
44,9,34,39,35.314,23.074,7.1173
4,10,14,15,13.828,73.292,5.1181
5,37,23,23,37.213,26.103,7.712
23,39,22,28,11.414,8.8306,2.0373
27,32,44,8,36.899,24.939,7.5649
4,41,4,3,38,32.782,8.3981
28,33,19,19,13.899,12.56,2.5575
4,27,10,3,26.485,44.054,6.5924
28,41,26,46,5.8284,23.409,1.1783
34,30,33,34,4.4142,90.65,2.2982
30,48,33,20,32.899,90.898,17.228
10,41,20,29,33.314,50.387,8.9251
11,26,6,17,11.071,25.474,2.281
4,38,31,38,33.627,85.663,15.676
20,45,29,35,18.071,18.476,3.4963
4,11,3,8,3.4142,56.349,0.98554
5,17,16,8,15.314,15.809,2.8956
15,8,6,32,28.899,86.993,13.859
35,4,5,22,40.971,6.2991,7.167
28,48,34,48,22.485,53.561,6.2637
38,30,21,47,28.142,98.566,17.987
14,48,26,15,42.314,0.35625,7.0712
43,28,32,35,44.142,76.138,17.151
29,31,10,9,31.627,55.493,9.0292
27,3,24,7,5.2426,47.654,1.3598
9,23,27,7,32.728,99.533,21.517
24,10,23,47,39.071,70.403,13.797
5,24,23,35,45.142,93.214,25.004
39,34,5,47,40.213,45.228,10.143
47,25,24,34,54.385,37.536,12.616
16,48,3,11,43.556,82.488,19.036
6,4,10,9,6.6569,22.395,1.3334
20,45,25,44,6.2426,15.684,1.1791
43,30,8,12,66.556,12.867,12.278
40,29,39,47,18.414,43.276,4.5438
33,24,43,4,27.657,13.093,5.1114
39,45,38,3,44.899,35.441,10.192
24,3,29,10,9.0711,93.413,5.0495
30,14,14,23,42.213,89.752,21.525
34,6,34,28,22,24.28,4.483
25,4,8,15,22.728,36.905,5.2377
34,32,18,5,36.556,89.208,18.41
18,15,4,21,22.971,28.436,4.8662
42,5,16,13,31.071,67.574,10.5
45,16,24,29,47.314,33.575,10.54
24,45,30,25,22.485,3.7705,3.8566
26,34,6,7,32.213,47.666,8.3562
43,5,46,5,3,74.206,1.1275
45,22,34,47,38.243,38.238,8.9367
21,35,39,12,37.485,66.388,12.443
4,24,45,5,52.971,75.169,20.238
39,14,18,11,44.728,94.269,25.444
26,32,6,35,37.971,17.605,7.2911
32,6,40,14,26.485,41.154,6.385
7,26,3,33,8.6569,19.648,1.6922
16,19,39,20,37.799,2.9517,6.4425
34,7,20,24,22.799,76.636,8.936
38,31,6,18,48.113,5.0432,8.334
25,30,17,7,31.142,77.82,12.466
35,30,19,14,32.042,0.2103,5.3487
27,4,12,4,15,16.972,2.8646
28,39,24,15,27.657,60.73,8.4652
4,33,29,26,48.042,55.631,13.739
21,31,17,14,22.314,4.169,3.839
8,41,43,15,73.527,52.677,20.258
3,23,15,15,19.728,82.832,8.681
40,39,26,19,26.385,79.841,10.961
27,11,38,35,30.314,28.166,6.4054
18,12,8,6,12.485,40.633,2.993
38,10,11,43,57.799,60.324,17.593
45,16,21,3,36.657,24.045,7.4537
8,18,12,45,28.657,18.54,5.5475
9,32,12,28,5.2426,11.352,0.95509
45,16,4,18,58.799,42.315,14.356
20,26,10,41,36.314,27.564,7.6295
47,47,3,9,62.113,37.363,14.382
37,3,17,35,41.698,28.308,8.8229
43,19,28,9,34.314,78.844,13.994
33,27,21,19,21.556,4.3146,3.7129
35,44,16,7,42.799,69.902,14.994
10,47,40,17,53.213,0.69058,8.915
46,4,48,5,2.4142,1.3179,0.40639
45,24,30,39,44.728,49.433,11.847
46,24,8,9,58.899,97.306,36.331
18,44,8,44,10,91.548,5.3182
29,47,9,6,41.87,95.749,24.757
18,35,34,29,18.485,24.654,3.7798
22,31,6,12,33.971,33.526,7.5636
33,45,31,35,15.657,51.572,4.2554
39,18,45,17,20.657,96.907,12.602
28,9,3,16,31.213,83.359,13.88
34,29,4,32,49.284,86.661,23.466
9,45,40,5,66.899,67.808,22.688
40,20,7,6,57.485,98.11,36.267
17,12,33,13,25.142,4.4689,4.3357
45,35,33,19,50.142,69.377,17.422
34,21,17,7,29.728,50.823,8.0066
12,23,44,14,61.142,37.8,14.222
3,24,28,27,43.698,88.971,21.89
40,43,43,21,38.071,12.131,6.9802
44,29,40,22,36.657,49.11,9.6718
45,38,5,47,59.042,71.083,21.077
40,37,24,34,17.243,81.306,7.3648
19,40,46,16,43.213,34.315,9.6981
30,13,5,24,43.213,92.323,23.416
11,23,37,33,55.213,83.821,24.781
20,47,28,28,22.899,59.025,6.8482
48,35,10,17,75.556,61.487,23.37
9,29,35,35,47.213,15.948,8.9379
34,24,7,22,53.527,41.535,12.958
38,33,30,6,30.314,35.758,6.9038
14,12,48,15,45.142,6.9797,7.9393
9,32,48,47,57.456,10.12,10.362
48,14,35,38,39.728,84.956,18.249
34,44,11,9,42.456,97.073,26.019
34,9,12,25,42.971,67.594,14.526
23,47,40,32,23.799,29.577,5.0972
7,42,4,36,7.2426,16.512,1.3777
14,25,6,47,25.314,92.211,13.679
37,43,21,37,19.071,90.302,9.8486
27,38,48,43,29.556,64.868,9.5933
28,38,22,39,6.4142,67.413,2.1623
6,33,18,29,44.385,70.254,15.636
46,17,13,26,66.142,33.179,14.676
33,25,29,16,23.243,69.391,8.0776
43,42,40,28,32.071,98.561,20.496
28,47,21,20,30.728,74.775,11.661
34,19,4,43,52.385,99.338,34.243
9,34,27,34,36.142,16.811,6.8928
34,25,34,35,10,68.365,3.4205
28,14,45,38,54.213,84.6,24.721
19,48,4,44,16.657,53.052,4.6107
5,6,23,10,22.828,97.085,13.995
42,9,17,11,38.899,87.406,18.822
15,25,12,25,3,17.93,0.57768
14,33,37,45,29.728,12.738,5.478
34,6,24,33,31.142,58.325,9.2262
16,11,19,7,5.2426,29.553,1.1226
37,40,23,20,25.799,37.095,5.9572
45,34,18,6,57.243,6.9143,10.062
26,32,34,32,8,18.104,1.5428
38,32,27,42,16.899,13.051,3.1222
21,23,35,48,32.799,51.109,8.8644
24,8,6,14,23.556,5.1294,4.0831
13,7,38,39,43.527,90.213,22.432
36,33,36,36,3,89.397,1.5174
8,24,8,47,23,29.787,4.936
7,33,38,48,48.627,97.957,30.546
35,43,12,24,51.799,74.128,19.442
3,12,12,23,15.314,92.598,8.3541
4,18,43,4,45.385,21.226,8.9963
3,22,27,11,19.971,16.037,3.7835
25,7,28,31,25.243,58.401,7.4861
4,26,40,35,54.698,85.346,25.33
6,21,39,36,57.456,13.08,10.618
43,26,15,29,80.213,62.771,25.262
13,14,3,18,16.728,41.812,4.0617
9,23,45,15,60.728,65.172,19.799
25,44,15,18,23.314,41.753,5.6572
18,44,30,27,27.142,97.734,16.943
20,39,7,19,46.799,6.4054,8.1935
13,38,18,14,31.971,77.202,12.657
40,22,10,28,62.042,23.525,12.556
19,43,3,11,43.314,24.773,8.8663
45,35,3,29,73.355,13.48,13.601
28,11,42,3,17.314,91.673,9.2353
3,6,3,25,19,78.354,7.6796
5,19,48,3,51.385,13.607,9.5374
13,4,44,43,50.698,11.217,9.2259
39,45,43,20,37.485,88.998,18.789
14,19,7,27,29.485,6.0209,5.1466
29,23,44,36,47.213,72.672,17.296
33,29,25,39,14.485,54.397,4.0779
5,48,34,35,32.971,45.781,8.3685
19,46,45,34,47.799,19.3,9.3148
38,35,40,40,5.8284,45.161,1.4689
7,3,4,20,18.243,65.124,5.9434
15,16,37,47,41.284,38.441,9.6681
48,19,11,25,67.142,31.397,14.637
39,41,15,23,54.627,20.454,10.754
29,46,8,38,25.485,12.597,4.6907
18,7,40,23,48.284,80.509,20.312
20,10,3,24,26.314,7.8659,4.6606
12,3,37,37,45.527,79.416,18.764
8,11,37,45,50.941,16.415,9.6822
33,8,5,35,52.799,50.912,14.236
10,5,15,9,6.6569,9.5962,1.1955
27,20,19,44,31.899,3.4834,5.4592
6,39,14,16,38.899,28.433,8.2405
19,46,9,44,10.828,44.492,2.7085
3,44,22,34,32.657,33.203,7.2476
27,22,22,25,6.2426,84.696,2.8522
10,41,43,29,65.284,97.638,40.643
11,30,20,27,44.142,68.223,15.066
34,21,21,34,23.071,74.692,8.7428
18,39,7,39,29.142,39.938,6.934
35,22,26,20,24.314,79.952,10.122
26,23,22,40,18.657,54.632,5.268
5,19,29,12,28.799,62.615,9.0496
35,38,23,38,12,74.009,4.495
30,9,18,27,22.971,5.0744,3.9799
35,40,19,19,22.728,9.012,4.0626
45,30,33,38,36.142,79.967,15.05
34,9,45,18,27.657,17.352,5.2991
45,20,47,17,3.8284,36.115,0.87511
6,47,34,7,53.899,73.864,20.141
26,8,35,27,25.071,57.942,7.3899
16,44,27,13,41.899,73.506,15.563
8,29,26,5,37.314,1.2712,6.2788
29,19,7,3,32.728,92.828,17.955
9,47,43,17,53.284,24.197,10.85
7,43,26,19,44.899,58.359,13.308
28,41,7,31,33.971,51.335,9.2063
19,14,40,48,48.355,32.437,10.65
46,46,11,9,54.113,44.301,13.506
35,48,30,13,37.899,93.518,21.153
28,10,10,27,38.556,59.574,11.616
15,10,44,41,62.184,27.368,13.041
7,5,6,9,4.4142,22.354,0.88389
4,25,39,26,60.77,54.125,17.049
44,15,8,46,73.042,47.635,18.94
44,9,22,48,53.385,16.854,10.185
9,16,24,20,26.314,70.586,9.3192
20,33,46,42,35.799,13.602,6.6443
29,10,44,27,41.314,47.36,10.679
35,44,3,25,53.87,83.566,24.054
34,48,34,38,11.657,65.699,3.83
15,35,34,8,37.213,32.938,8.2371
32,31,43,33,41.385,19.4,8.0719
12,10,10,16,7.4142,23.473,1.4997
8,37,16,5,35.314,47.316,9.1232
7,25,38,12,65.213,12.056,11.949
24,42,15,29,35.314,41.957,8.5881
40,15,14,25,67.799,15.065,12.739
12,23,34,3,40.728,36.877,9.3832
4,37,46,15,44.142,57.454,12.928
30,29,44,22,48.314,26.591,10.058
33,39,9,33,36.971,25.901,7.6473
46,42,35,35,25.899,79.44,10.679
16,20,8,22,25.899,58.598,7.7011
27,48,45,36,40.971,26.425,8.5163
27,14,39,16,37.213,68.623,12.779
30,20,30,13,7,16.429,1.3306
23,45,14,23,35.728,74.298,13.449
26,46,9,44,17.828,36.318,4.0838
6,4,5,37,33.414,75.64,12.87
9,22,43,19,64.556,97.997,40.598
47,13,27,41,47.556,39.779,11.296
23,37,35,39,12.828,62.917,4.0484
9,30,4,18,14.071,99.371,9.2071
40,16,38,42,26.828,5.5244,4.6647
33,5,20,39,40.213,85.633,18.734
11,5,38,26,46.87,79.454,19.331
19,47,21,20,31.485,71.635,11.34
7,38,15,5,36.314,47.746,9.4286
48,3,10,3,38,6.2353,6.644
24,28,11,43,31.071,18.197,5.997
30,9,38,41,35.899,10.943,6.5182
19,11,24,39,36.213,6.6985,6.3548
34,40,47,7,40.142,74.891,15.264
47,9,14,12,38.728,25.716,7.9971
8,31,38,18,63.042,62.942,19.902
5,18,20,9,19.899,13.215,3.6815
48,46,21,25,44.042,97.545,27.347
40,24,13,3,55.899,51.347,15.151
47,46,32,8,48.556,66.676,16.188
13,36,15,13,33.142,28.536,7.0278
45,26,20,47,55.213,91.898,29.611
13,6,39,36,43.698,29.67,9.3676
45,8,35,17,25.243,98.64,16.169
14,34,10,33,41.142,28.763,8.7431
37,38,35,24,14.828,7.174,2.6119
30,25,34,30,9.8284,33.248,2.1822
14,8,14,37,37.971,13.796,7.0588
33,22,21,25,22.899,27.957,4.8291
4,14,24,3,24.556,46.563,6.289
34,21,18,7,28.728,86.778,13.713
37,44,20,48,23.142,14.43,4.3251
7,27,27,32,45.971,46.203,11.725
46,15,32,40,43.728,1.655,7.3796
30,20,25,31,13.071,37.849,3.042
9,16,45,9,47.728,37.879,11.111
29,38,30,32,12.071,77.683,4.8202
23,15,18,7,15.243,92.874,8.372
5,17,24,35,43.284,79.746,17.95
7,46,42,9,64.042,13.181,11.844
23,24,40,10,30.971,24.97,6.3512
39,37,7,29,48.627,43.941,12.088
48,39,30,22,44.799,61.733,13.904
39,13,46,17,15.243,97.172,9.367
23,33,40,33,17,71.39,6.0988
33,40,6,25,45.799,25.212,9.4131
13,36,45,18,41.556,93.364,23.105
8,48,8,26,22,3.1669,3.7559
13,4,34,5,21.414,91.771,11.45
30,4,9,35,47.314,45.162,11.925
7,6,7,13,7,29.466,1.4976
7,24,20,9,25.071,33.688,5.5912
40,33,36,32,4.4142,40.667,1.0586
19,19,4,25,31.971,59.195,9.5829
33,25,43,23,49.556,37.12,11.446
4,31,9,36,7.0711,84.71,3.2317
8,32,7,42,10.414,93.488,5.8081
40,13,43,13,13.243,39.821,3.147
40,31,3,35,48.941,73.797,18.268
15,4,44,34,57.728,26.311,11.987
46,7,28,29,38.728,65.412,12.671
48,9,40,27,24.828,31.282,5.4065
45,20,44,15,5.4142,26.89,1.1303
48,43,20,38,36.556,20.68,7.2112
8,44,7,36,8.4142,73.87,3.1445
19,24,29,32,14.485,27.964,3.0549
7,39,45,38,58.698,95.479,34.458
48,45,15,48,42.042,88.097,20.653
15,10,25,34,30.142,67.576,10.186
46,11,27,18,32.142,27.453,6.746
3,17,29,11,30.627,38.468,7.1745
46,11,45,39,28.414,72.037,10.301
8,27,13,24,6.2426,51.1,1.687
23,40,10,25,37.071,30.257,7.9921
34,9,15,9,22.314,37.589,5.179
6,19,44,29,72.385,59.942,21.918
5,20,13,12,10.071,27.174,2.1082
16,18,7,41,43.314,77.938,17.375
24,11,19,34,27.556,24.814,5.6429
25,18,24,21,3.4142,49.574,0.90582
15,44,44,4,60.87,49.437,16.123
6,15,16,18,17.728,71.658,6.3876
34,48,23,30,28.314,94.477,16.193
39,26,7,42,46.627,80.151,19.483
8,3,9,24,21.414,64.658,6.9293
10,45,17,40,24.243,43.997,6.0303
16,19,3,15,21.728,43.219,5.3581
48,17,24,22,44.213,98.143,27.92
10,29,16,35,43.314,77.258,17.165
43,41,28,10,56.728,4.6904,9.7994
3,11,9,28,19.485,88.618,9.6836
48,38,13,24,74.113,66.285,24.564
40,8,17,19,43.799,47.959,11.401
13,18,38,44,39.284,32.173,8.6297
3,30,4,8,22.414,38.928,5.2761
48,32,4,22,80.042,17.57,15.365
43,13,6,6,50.243,20.786,9.9203
12,30,43,41,65.698,1.6933,11.091
39,8,4,13,54.142,73.497,20.108
13,28,47,17,68.556,1.2074,11.53
8,34,47,3,64.142,6.7874,11.264
46,11,3,23,58.799,93.205,32.562
5,29,10,7,24.071,72.763,8.8313
15,45,4,25,25.728,43.383,6.3561
5,10,29,16,30.485,40.126,7.2682
30,21,38,44,26.314,24.606,5.3781
3,23,3,43,20,21.229,3.9645
35,40,8,12,32.971,28.858,7.013
16,10,33,44,46.113,92.889,25.336
9,17,38,26,50.284,90.976,26.381
47,24,34,14,39.485,82.325,17.202
37,47,38,18,29.414,5.6308,5.1185
28,31,27,47,18.071,3.9679,3.1042
8,35,37,37,40.213,18.543,7.7849
4,28,30,34,47.213,59.523,14.215
24,35,22,29,6.8284,72.05,2.4761
18,40,33,25,24.142,22.59,4.8445
34,40,4,12,43.627,22.289,8.7308
24,6,48,40,56.728,48.56,14.87
37,42,7,30,45.213,41.793,10.976
27,34,6,29,42.385,67.406,14.287
23,18,20,35,19.071,28.612,4.047
3,43,41,3,69.213,96.117,41.328
48,39,25,10,62.728,0.57699,10.5
4,28,47,41,67.941,89.508,34.45
36,34,48,30,50.728,14.302,9.4705
10,42,16,39,26.899,99.278,17.553
16,11,5,46,43.899,65.296,14.338
4,7,5,48,41.414,97.993,26.042
9,38,48,4,68.314,20.661,13.473
34,43,3,42,40.971,22.422,8.2089
28,41,44,43,28.142,41.617,6.8187
30,21,3,20,39.213,72.591,14.346
27,6,21,29,26.314,30.015,5.6597
13,45,8,40,7.0711,39.909,1.6819
43,17,4,3,55.485,77.861,22.227
15,6,9,42,38.485,67.935,13.077
11,25,14,29,5.2426,73.534,1.9482
27,28,10,45,32.485,81.382,13.895
10,15,44,37,73.841,61.123,22.724
16,9,35,8,21.899,2.4987,3.7196
6,7,4,28,21.828,64.509,7.0481
6,39,9,44,6.2426,68.653,2.1448
14,19,44,3,40.728,77.324,16.159
26,14,20,10,17.071,31.451,3.7235
7,24,4,33,10.243,20.853,2.0236
6,36,4,22,14.828,96.164,8.8654
4,31,21,5,35.971,12.189,6.5983
32,34,8,33,42.556,46.42,10.881
10,44,7,13,32.243,31.154,7.0122
44,25,19,47,57.627,0.23502,9.6215
45,24,22,22,51.627,82.343,22.5
20,6,37,46,49.627,89.607,25.221
14,7,30,9,18.485,60.013,5.6026
7,31,11,27,5.6569,97.392,3.4976
26,38,5,18,37.456,55.447,10.687
46,47,21,5,67.243,53.242,18.657
44,45,32,7,55.071,91.673,29.376
15,16,6,26,26.314,61.245,8.1116
36,46,18,13,39.213,82.122,17.016
31,33,28,44,16.485,92.784,9.0344
47,43,43,37,7.6569,55.49,2.1858
27,25,3,46,42.899,53.886,11.999
23,13,34,46,39.213,84.769,17.943
11,10,30,48,48.456,54.203,13.608
24,5,36,31,33.899,93.73,19.022
13,26,18,7,25.899,22.484,5.1921
43,29,22,46,50.627,13.475,9.3865
8,22,23,40,40.899,34.535,9.1994
20,43,45,10,55.213,22.677,11.088
30,16,14,23,42.314,26.314,8.7863
13,27,3,24,11.243,31.257,2.4475
7,16,6,33,17.414,28.488,3.691
28,39,39,33,14.071,28.029,2.9694
6,7,16,6,10.414,7.7197,1.8424
33,19,13,28,54.213,8.8091,9.6747
46,45,23,44,31.556,58.489,9.3694
8,22,30,5,34.314,28.603,7.2808
3,12,8,21,11.071,99.946,7.3687
19,8,9,48,47.657,17.734,9.1613
37,46,32,5,41.071,92.009,22.086
35,24,43,24,49.071,73.492,18.223
29,21,43,26,50.556,96.617,30.599
37,33,28,4,32.728,11.961,5.9922
5,19,10,11,10.071,69.936,3.5301
4,25,10,23,6.8284,45.214,1.722
6,20,40,9,57.385,26.614,11.949
25,10,3,3,26.071,85.528,12.119
16,46,30,43,15.243,88.845,7.6137
5,37,44,39,60.941,38.97,14.351
47,19,43,9,12.243,37.171,2.8292
40,40,40,38,2,0.4649,0.3345
8,31,39,45,47.627,10.096,8.5882
34,17,22,21,23.556,71.442,8.458
5,45,18,38,29.071,88.858,14.525
20,20,32,5,21.728,7.2017,3.8281
33,12,46,42,49.728,95.633,29.312
38,28,22,35,20.071,6.3783,3.5132
33,18,9,5,33.485,38.112,7.8146
37,37,15,13,34.284,66.784,11.448
39,43,45,13,41.657,39.027,9.816
44,41,26,30,41.385,6.5341,7.2529
28,13,45,4,20.728,93.406,11.536
6,36,18,9,35.485,87.039,17.034
6,5,11,23,20.071,25.566,4.1387
28,3,28,12,9,1.2647,1.5144
47,45,39,10,42.657,71.871,15.423
19,11,35,20,31.142,90.649,16.213
13,15,24,25,15.728,4.5513,2.714
21,34,16,8,30.899,94.007,17.46
13,33,18,33,5,94.769,2.8812
30,48,33,6,46.899,14.567,8.7753
47,3,34,31,38.657,19.736,7.5621
8,10,5,6,5.2426,49.393,1.3879
30,14,14,10,22.385,26.786,4.6687
7,28,19,25,41.385,23.643,8.3842
21,36,33,12,15.728,39.536,3.7262
41,10,48,29,25.071,62.217,7.8342
15,43,25,4,52.314,78.908,21.36
6,8,14,7,8.4142,13.833,1.5647
44,5,36,46,49.828,0.097735,8.3108
19,9,38,34,39.698,30.503,8.5791
43,19,43,41,22,76.788,8.6459
5,11,29,43,54.971,87.36,26.571
23,30,29,42,14.485,3.6953,2.483
15,33,17,10,33.728,42.986,8.2959
30,15,28,44,32.314,0.77975,5.4173
20,13,27,20,20.485,40.181,4.8869
14,25,21,18,33.314,0.44587,5.5709
21,29,45,39,45.213,91.333,23.922
47,48,35,20,33.485,31.335,7.2954
41,9,37,35,27.657,31.914,6.0599
35,5,6,3,29.828,9.6491,5.3592
32,9,27,40,34.728,32.208,7.6315
17,8,10,47,44.243,33.604,9.8584
9,39,13,39,33.314,55.813,9.5498
38,14,13,11,48.385,22.819,9.7292
21,31,45,10,28.728,54.283,8.0759
10,15,32,32,37.87,14.358,7.0734
36,40,12,4,42.799,24.279,8.7212
29,6,32,34,29.243,58.039,8.6306
3,4,5,42,38.828,76.87,15.282
7,44,27,19,44.899,39.298,10.611
28,41,26,45,4.8284,86.363,2.2844
14,5,4,15,14.142,99.668,9.3352
9,35,39,38,41.385,74.726,15.692
14,6,45,9,36.243,3.166,6.1874
44,8,16,34,48.728,4.6398,8.4141
10,35,38,42,39.971,30.628,8.6484
7,5,14,24,23.071,49.38,6.1069
34,39,45,24,32.899,64.184,10.573
11,6,37,38,43.941,21.333,8.7184
27,40,15,13,24.142,29.982,5.1909
23,48,22,47,1.4142,19.88,0.277
5,31,37,46,18.899,25.028,3.8778
10,6,9,47,41.414,14.971,7.7754
39,30,23,14,25.971,63.173,8.2257
36,3,15,19,29.971,21.608,5.9612
27,14,11,45,45.485,76.87,17.902
34,15,10,36,56.799,97.504,35.228
31,3,31,31,28.828,64.212,9.2682
3,32,45,5,61.385,82.793,26.99
47,23,18,19,54.213,66.156,17.934
22,48,14,34,20.485,5.1826,3.5523
23,32,42,9,38.485,62.235,12.029
39,12,34,3,23.314,32.404,5.1331
29,25,22,37,14.899,17.075,2.848
26,35,39,17,27.485,95.947,16.337
31,33,7,48,35.142,84.176,15.886
16,45,31,38,18.728,74.954,7.1288
7,10,40,23,50.284,23.123,10.139
48,41,29,26,39.213,74.442,14.797
38,46,28,3,47.142,43.527,11.665
15,14,31,33,26.799,65.688,8.8037
13,39,29,33,19.071,81.023,8.1017
20,24,34,39,24.799,26.063,5.1374
35,15,28,48,39.556,60.043,11.994
25,33,37,42,18.657,80.476,7.8436
43,42,38,20,40.899,78.934,16.708
45,20,4,26,70.799,8.8872,12.643
33,46,27,22,28.971,38.791,6.8095
15,12,17,46,44.728,6.6429,7.8455
33,23,44,23,47.485,70.683,16.843
32,10,25,23,16.485,77.644,6.5783
4,40,3,12,28.414,7.5857,5.0214
25,34,31,8,28.485,18.877,5.5306
35,33,11,30,48.213,11.238,8.7751
23,30,25,10,21.657,81.76,9.3316
27,7,7,29,39.556,61.156,12.179
46,24,39,30,40.071,27.76,8.4346
25,6,26,48,43.243,93.613,24.193
46,19,47,10,9.4142,47.026,2.424
48,25,34,46,38.071,88.214,18.751
9,43,29,24,39.142,48.124,10.208
9,39,14,20,41.657,34.771,9.3921
5,27,40,10,36.799,45.103,9.2685
24,44,45,39,36.971,64.619,11.956
39,22,33,8,34.728,77.686,13.868
39,40,3,14,42.941,97.485,26.619
23,4,30,26,24.899,85.39,11.541
28,48,43,26,44.142,97.587,27.442
26,13,30,18,6.6569,44.541,1.666
10,22,34,13,41.385,58.006,12.209
30,32,15,43,26.142,23.201,5.2749
23,3,32,34,34.728,78.041,13.957
9,37,5,32,6.6569,26.018,1.3785
29,43,21,3,32.213,84.765,14.739
7,7,32,35,40.698,32.063,8.9307
9,23,36,37,50.799,86.577,24.144
4,21,44,28,74.213,34.523,16.69
35,31,31,9,23.657,84.683,10.806
35,27,31,35,9.6569,96.08,5.7605
19,19,3,24,31.385,50.024,8.3716
18,40,32,5,40.799,49.378,10.799
40,22,5,28,64.113,98.174,40.522
40,27,34,26,12.071,77.457,4.8007
43,24,39,19,29.485,88.711,14.684
33,26,22,32,15.828,6.2851,2.7686
48,28,13,33,71.556,71.237,25.608
43,10,46,18,10.414,19.277,2.0291
18,18,38,24,31.799,41.468,7.6922
36,39,35,26,13.414,29.612,2.874
3,34,23,21,37.385,60.266,11.37
19,45,3,41,17.657,91.585,9.3986
3,43,23,12,19.314,3.1957,3.298
32,33,30,23,10.828,32.716,2.3916
29,15,10,30,45.314,8.6249,8.0746
23,5,21,3,2.8284,56.448,0.81751
35,3,11,30,47.728,63.694,15.23
7,48,38,10,62.213,17.815,11.968
46,12,35,32,31.485,33.424,7.0031
4,28,24,5,35.971,30.357,7.7624
39,19,4,47,57.385,21.845,11.438
15,5,25,3,10.828,38.73,2.5436
40,45,43,20,37.071,29.33,7.9209
10,47,25,9,52.899,52.388,14.523
27,5,25,37,32.828,0.57517,5.4951
41,10,26,35,35.314,2.1253,5.981
33,9,4,10,32.728,72.812,12.017
45,15,38,42,43.071,32.543,9.4962
38,27,33,7,30.657,1.5882,5.1711
29,32,24,10,16.071,86.336,7.5991
38,44,10,44,33.556,16.473,6.3811
31,35,15,39,17.657,36.094,4.0351
28,43,15,35,16.314,20.015,3.1992
23,28,44,42,41.627,52.936,11.506
40,19,21,48,40.971,49.877,10.909
35,32,4,31,50.042,72.103,18.161
25,5,10,31,37.485,22.768,7.5341
24,39,38,36,15.243,8.3814,2.7108
30,6,10,40,51.899,99.64,34.23
37,33,40,18,16.243,63.257,5.1507
29,22,4,32,50.213,81.895,21.693
32,3,38,36,35.485,91.711,18.946
8,32,36,40,40.971,59.515,12.334
42,5,48,27,27.071,23.674,5.4859
33,32,14,37,21.071,57.517,6.1761
40,42,28,27,19.971,76.377,7.7918
48,7,35,26,34.243,64.229,11.012
8,15,7,22,7.4142,15.101,1.3935
25,32,25,24,8.8284,88.781,4.4035
22,23,29,11,14.899,71.731,5.3748
43,14,33,44,49.314,66.54,16.407
43,40,26,27,45.799,82.794,20.138
